fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9
1.945910096168518,1.945910096168518,1.945910096168518,1.945910096168518,1.945910096168518,1.945910096168518,1.945910096168518,1.945910096168518,1.945910096168518,1.945910096168518
1.9362612962722778,1.938701868057251,1.9369924068450928,1.9350306987762451,1.9391106367111206,1.9356416463851929,1.941130518913269,1.935786247253418,1.934546709060669,1.9398967027664185
1.9225033521652222,1.9297374486923218,1.9242876768112183,1.9164727926254272,1.9290822744369507,1.9205490350723267,1.9345844984054565,1.9214671850204468,1.9175519943237305,1.931613564491272
1.900455355644226,1.9190231561660767,1.9077072143554688,1.8924994468688965,1.9169946908950806,1.8985321521759033,1.9275974035263062,1.8991938829421997,1.8905805349349976,1.922480821609497
1.8673007488250732,1.906578779220581,1.8894753456115723,1.8742613792419434,1.8976725339889526,1.865893840789795,1.918403148651123,1.8738198280334473,1.8555235862731934,1.9072628021240234
1.856540322303772,1.892094373703003,1.8677699565887451,1.8675369024276733,1.8750823736190796,1.8497077226638794,1.9063007831573486,1.8400328159332275,1.835181713104248,1.8955605030059814
1.851453185081482,1.8776051998138428,1.8735427856445312,1.8498623371124268,1.8673224449157715,1.8865405321121216,1.8962478637695312,1.87479829788208,1.857537031173706,1.8814189434051514
1.8398460149765015,1.8728127479553223,1.8616466522216797,1.8446632623672485,1.8791042566299438,1.8383235931396484,1.880496859550476,1.8446102142333984,1.8378734588623047,1.8782254457473755
1.8419021368026733,1.86188542842865,1.8404523134231567,1.8421995639801025,1.8643068075180054,1.8338816165924072,1.863006353378296,1.853050947189331,1.831291913986206,1.8580424785614014
1.8494796752929688,1.8652266263961792,1.8484137058258057,1.8412141799926758,1.855533242225647,1.8336818218231201,1.865860939025879,1.8501949310302734,1.8333842754364014,1.8661901950836182
1.855998158454895,1.8496544361114502,1.8443855047225952,1.8434202671051025,1.8627901077270508,1.8330084085464478,1.8635704517364502,1.8478798866271973,1.8339667320251465,1.8589231967926025
1.8549249172210693,1.8462538719177246,1.8464033603668213,1.8343143463134766,1.8523598909378052,1.8348021507263184,1.875744342803955,1.8391755819320679,1.834887981414795,1.8657968044281006
1.850172996520996,1.842005968093872,1.8391481637954712,1.8298360109329224,1.858973741531372,1.831336498260498,1.8662664890289307,1.844954490661621,1.831626534461975,1.8566572666168213
1.8485358953475952,1.8509224653244019,1.8377608060836792,1.8352056741714478,1.860793113708496,1.8355767726898193,1.8520336151123047,1.851128101348877,1.8360381126403809,1.8602197170257568
1.8448795080184937,1.8403898477554321,1.838173270225525,1.8429235219955444,1.8641302585601807,1.831283688545227,1.8606239557266235,1.8435595035552979,1.8279378414154053,1.858222246170044
1.8501307964324951,1.84344482421875,1.8346397876739502,1.8444311618804932,1.8619751930236816,1.8316017389297485,1.8533689975738525,1.838283658027649,1.825898289680481,1.8530182838439941
1.8429713249206543,1.8514641523361206,1.8385982513427734,1.8408105373382568,1.8620933294296265,1.8336381912231445,1.8546111583709717,1.8421598672866821,1.8334770202636719,1.8601934909820557
1.8490805625915527,1.838355302810669,1.8374871015548706,1.8380204439163208,1.8544710874557495,1.8265329599380493,1.8556532859802246,1.8366705179214478,1.8311052322387695,1.861579179763794
1.8488547801971436,1.8355555534362793,1.8281352519989014,1.8374590873718262,1.8569880723953247,1.8176357746124268,1.8575947284698486,1.8433282375335693,1.8337676525115967,1.8546174764633179
1.8376185894012451,1.8334084749221802,1.838844656944275,1.841803789138794,1.8544684648513794,1.8359270095825195,1.854277491569519,1.8310563564300537,1.8277499675750732,1.8572512865066528
1.842503309249878,1.8423935174942017,1.8400508165359497,1.841631531715393,1.8519518375396729,1.8260817527770996,1.850612998008728,1.8316384553909302,1.8337043523788452,1.8519494533538818
1.8389296531677246,1.8475396633148193,1.8413200378417969,1.8375874757766724,1.8514306545257568,1.8259048461914062,1.8561931848526,1.8445862531661987,1.8266562223434448,1.8538545370101929
1.839481234550476,1.8373863697052002,1.84137761592865,1.8347413539886475,1.854801058769226,1.824955940246582,1.8529309034347534,1.831195592880249,1.8255221843719482,1.8574304580688477
1.8418165445327759,1.8468525409698486,1.836968183517456,1.8373472690582275,1.8596856594085693,1.8282532691955566,1.8513462543487549,1.8328304290771484,1.8287290334701538,1.8526324033737183
1.835930347442627,1.8485193252563477,1.8352175951004028,1.832565188407898,1.8504157066345215,1.8248481750488281,1.8474987745285034,1.8354578018188477,1.8310637474060059,1.8533202409744263
1.839747428894043,1.8384430408477783,1.841255784034729,1.837204098701477,1.8515039682388306,1.829552173614502,1.8521292209625244,1.82928466796875,1.8254904747009277,1.855602741241455
1.8447662591934204,1.8426721096038818,1.8361097574234009,1.8419830799102783,1.8504804372787476,1.834133505821228,1.8485267162322998,1.8320050239562988,1.8274859189987183,1.859230637550354
1.8380392789840698,1.8372716903686523,1.8515905141830444,1.8306759595870972,1.852145791053772,1.8251696825027466,1.8574869632720947,1.8349484205245972,1.8247549533843994,1.8536790609359741
1.8485031127929688,1.843464732170105,1.8415238857269287,1.833550214767456,1.8512046337127686,1.8224329948425293,1.8519457578659058,1.8336241245269775,1.826659083366394,1.8572213649749756
1.838364601135254,1.8441121578216553,1.8377294540405273,1.8295989036560059,1.8525025844573975,1.8248565196990967,1.854254961013794,1.8283528089523315,1.8238950967788696,1.8534765243530273
1.8379995822906494,1.8380882740020752,1.8383210897445679,1.834732174873352,1.845598816871643,1.8246477842330933,1.85381019115448,1.8291308879852295,1.8202733993530273,1.854951024055481
1.8347493410110474,1.836470603942871,1.8410404920578003,1.8389294147491455,1.850145936012268,1.8248120546340942,1.8505750894546509,1.84320867061615,1.821250319480896,1.852310061454773
1.8433202505111694,1.8378677368164062,1.8321741819381714,1.8331135511398315,1.8489935398101807,1.817016363143921,1.8457891941070557,1.827026128768921,1.8217859268188477,1.8551350831985474
1.8389394283294678,1.837765097618103,1.8294389247894287,1.8314517736434937,1.8528491258621216,1.8219741582870483,1.8476762771606445,1.8311291933059692,1.824764370918274,1.8468271493911743
1.8373398780822754,1.8393880128860474,1.8367283344268799,1.8383389711380005,1.8510254621505737,1.823565125465393,1.8560223579406738,1.8390411138534546,1.829837441444397,1.8492069244384766
1.8451440334320068,1.832748532295227,1.8385229110717773,1.8291257619857788,1.8570317029953003,1.8276643753051758,1.8435167074203491,1.8345000743865967,1.822002649307251,1.849461317062378
1.8362725973129272,1.8370224237442017,1.8336403369903564,1.8341840505599976,1.8543848991394043,1.8257384300231934,1.8470536470413208,1.826874852180481,1.8242908716201782,1.8598575592041016
