fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9
1.7917797565460205,1.7918000221252441,1.7918603420257568,1.791796088218689,1.7917596101760864,1.7917596101760864,1.7917511463165283,1.791739821434021,1.7917615175247192,1.7917762994766235
1.7799439430236816,1.784907341003418,1.7842369079589844,1.7856504917144775,1.7795299291610718,1.7771743535995483,1.7855936288833618,1.7842100858688354,1.7853333950042725,1.7848364114761353
1.7659251689910889,1.7757006883621216,1.774161458015442,1.7776564359664917,1.7606163024902344,1.754894495010376,1.7781285047531128,1.7763078212738037,1.7768861055374146,1.7752050161361694
1.7608269453048706,1.7637999057769775,1.7637296915054321,1.768932580947876,1.7301428318023682,1.7227693796157837,1.7692639827728271,1.763816237449646,1.7637708187103271,1.7658103704452515
1.762313961982727,1.7623883485794067,1.7639738321304321,1.7614556550979614,1.7442675828933716,1.763951301574707,1.7603703737258911,1.7637189626693726,1.7616424560546875,1.7564983367919922
1.7604292631149292,1.755859375,1.7571115493774414,1.7559534311294556,1.7331275939941406,1.7101601362228394,1.7597607374191284,1.7657901048660278,1.7605443000793457,1.7582155466079712
1.7587987184524536,1.7594513893127441,1.7579578161239624,1.7509472370147705,1.7264723777770996,1.7076693773269653,1.7663129568099976,1.7571172714233398,1.7585458755493164,1.756339430809021
1.7638685703277588,1.7597225904464722,1.7610856294631958,1.7560104131698608,1.7250158786773682,1.7072510719299316,1.751068353652954,1.7591400146484375,1.7577773332595825,1.7589147090911865
1.759392261505127,1.757584571838379,1.7581653594970703,1.7584750652313232,1.7256091833114624,1.7132518291473389,1.7571961879730225,1.759676456451416,1.757549524307251,1.7575010061264038
1.7554744482040405,1.7582969665527344,1.7551287412643433,1.7563611268997192,1.725752830505371,1.7033567428588867,1.754229187965393,1.7598384618759155,1.758732795715332,1.7579123973846436
1.7595068216323853,1.757021188735962,1.7573049068450928,1.753226399421692,1.7234086990356445,1.7033841609954834,1.7601498365402222,1.7555791139602661,1.75692617893219,1.7555832862854004
1.7589958906173706,1.754607915878296,1.7559051513671875,1.7551325559616089,1.7153867483139038,1.7026580572128296,1.7569248676300049,1.7572402954101562,1.758632779121399,1.755037784576416
1.7632355690002441,1.7554681301116943,1.7563163042068481,1.7530637979507446,1.7184423208236694,1.7084803581237793,1.7573307752609253,1.755574345588684,1.758716344833374,1.7569036483764648
1.756563663482666,1.7542375326156616,1.7557233572006226,1.7557038068771362,1.7267651557922363,1.6997984647750854,1.7555079460144043,1.7546344995498657,1.7576940059661865,1.7525229454040527
1.7582975625991821,1.754526972770691,1.754558801651001,1.7502073049545288,1.7226077318191528,1.7088795900344849,1.7567650079727173,1.7583439350128174,1.7577147483825684,1.7542201280593872
1.7583792209625244,1.756484866142273,1.7561625242233276,1.7527226209640503,1.7210359573364258,1.7078683376312256,1.757359266281128,1.7560468912124634,1.7555969953536987,1.7520086765289307
1.754093050956726,1.7557175159454346,1.7535377740859985,1.7512757778167725,1.7162089347839355,1.6987311840057373,1.755020022392273,1.755305528640747,1.757128119468689,1.7509828805923462
1.7575573921203613,1.756600022315979,1.7535755634307861,1.7521101236343384,1.7198472023010254,1.7048377990722656,1.757483720779419,1.7565377950668335,1.754303216934204,1.7509543895721436
1.7597575187683105,1.7538551092147827,1.755943775177002,1.7525449991226196,1.7197115421295166,1.7006617784500122,1.7551124095916748,1.758442997932434,1.755781650543213,1.7518061399459839
1.7558597326278687,1.753149390220642,1.754560947418213,1.7518792152404785,1.7200034856796265,1.6980464458465576,1.7581226825714111,1.7552533149719238,1.7575892210006714,1.753566861152649
1.7585232257843018,1.7556713819503784,1.7522820234298706,1.749900460243225,1.7145129442214966,1.6997270584106445,1.7554134130477905,1.757608413696289,1.7557339668273926,1.7548283338546753
1.7581171989440918,1.7530407905578613,1.7576286792755127,1.7511277198791504,1.7153346538543701,1.6968470811843872,1.755857229232788,1.7542672157287598,1.7558964490890503,1.753380298614502
