fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9
6.537989616394043,5.735693454742432,6.690436840057373,6.461321830749512,6.475296974182129,6.547976970672607,6.656508445739746,6.296598434448242,6.183737277984619,6.592251300811768
5.915569305419922,4.979784965515137,5.681570053100586,6.038869380950928,6.027468204498291,4.636708736419678,6.694087982177734,5.78454065322876,5.860640048980713,5.355104923248291
4.890811443328857,4.871947765350342,5.594323635101318,5.428263187408447,6.01104211807251,4.75249719619751,6.208495140075684,5.272841453552246,5.629692077636719,5.960404396057129
4.692538738250732,4.565124034881592,5.020230293273926,4.883566856384277,5.184319496154785,4.215342998504639,5.137317180633545,4.696430683135986,5.365508079528809,4.477590084075928
4.549360752105713,4.414863586425781,4.839716911315918,4.675787448883057,4.993250370025635,4.226108074188232,5.185217380523682,4.436680316925049,5.320826053619385,4.289400577545166
4.173684597015381,3.976757764816284,5.106083869934082,5.157923698425293,5.248877048492432,4.258752346038818,4.761250019073486,4.549498558044434,5.357936859130859,4.365555286407471
4.087152004241943,4.345721244812012,4.810429096221924,4.653069019317627,5.01747465133667,3.9791157245635986,4.410778045654297,4.350863933563232,5.258589267730713,4.3757548332214355
3.8042356967926025,4.06824254989624,4.539114952087402,4.459179401397705,4.540249347686768,4.198293209075928,4.708644390106201,4.373320579528809,4.787703514099121,4.146250247955322
4.158166885375977,3.9642858505249023,4.8350067138671875,4.30743932723999,4.660002708435059,3.7041141986846924,4.284327030181885,4.166247844696045,4.354522228240967,4.282175540924072
4.196703910827637,3.715412139892578,4.252286911010742,4.373444557189941,4.920121192932129,3.6249821186065674,4.6194257736206055,4.201689720153809,4.176675319671631,4.361794948577881
3.911809206008911,3.8770387172698975,4.031858921051025,4.489565372467041,4.603837966918945,3.6114604473114014,4.051407814025879,4.070536136627197,4.530890464782715,4.027061939239502
3.8745434284210205,3.824672222137451,4.031973838806152,4.114746570587158,4.516098976135254,3.673098087310791,4.121917724609375,3.9603075981140137,4.413073539733887,3.9303929805755615
3.7179627418518066,3.668938159942627,3.9435901641845703,4.202424049377441,4.303109645843506,3.6387312412261963,4.147854328155518,3.9705188274383545,4.125205993652344,3.975635290145874
3.50730299949646,3.5671801567077637,3.6990535259246826,3.9781060218811035,4.33159875869751,3.426875114440918,4.219493389129639,3.9802300930023193,4.095108985900879,3.934278726577759
3.624152183532715,3.454374313354492,3.8444182872772217,4.613527297973633,4.270102500915527,3.3372480869293213,3.9127955436706543,3.947946310043335,4.072248458862305,3.796344757080078
3.2755653858184814,3.5703914165496826,3.691204309463501,3.820842742919922,4.192543983459473,3.3343732357025146,4.069455623626709,3.7844645977020264,3.6656360626220703,4.161378860473633
3.299732208251953,3.297008752822876,3.6061737537384033,3.837867498397827,4.039653778076172,3.1712357997894287,3.889897584915161,3.7659850120544434,3.6815009117126465,3.634622812271118
3.1918060779571533,3.33567214012146,3.5995402336120605,4.055043697357178,4.32151460647583,3.2642929553985596,3.763359308242798,3.719139337539673,3.838193893432617,3.752012252807617
3.090142011642456,3.213653564453125,3.4090232849121094,3.693312406539917,3.9154467582702637,3.110218048095703,3.5880560874938965,3.7306694984436035,3.7234513759613037,3.5350823402404785
3.106297254562378,3.3210535049438477,3.4805920124053955,3.68070912361145,4.096043109893799,2.9698855876922607,3.500239372253418,3.536053419113159,3.4527015686035156,3.555739164352417
3.148503303527832,3.3037097454071045,3.40917706489563,3.540872097015381,3.726013660430908,3.155219554901123,3.5455121994018555,3.659637451171875,3.1901631355285645,3.299907922744751
3.0596189498901367,3.1760926246643066,3.455136775970459,3.503648519515991,3.7912940979003906,3.252511739730835,3.5149083137512207,3.513845920562744,3.6253485679626465,3.4679181575775146
2.9914026260375977,3.0733766555786133,3.2028141021728516,3.551949977874756,3.8733363151550293,2.981916666030884,3.252094268798828,3.4396703243255615,3.541374683380127,3.288518190383911
3.042269229888916,3.0763115882873535,3.188795804977417,3.6582062244415283,3.865551710128784,2.94033145904541,3.270571231842041,3.3193299770355225,3.3914549350738525,3.0810117721557617
3.0828959941864014,2.981698751449585,3.2664105892181396,3.2410309314727783,3.5435023307800293,3.0375430583953857,3.262737512588501,3.33903431892395,3.213292360305786,3.334696054458618
3.252300977706909,2.930107593536377,3.0777499675750732,3.264753580093384,3.8224949836730957,2.9046854972839355,3.184666395187378,3.2566654682159424,3.2110984325408936,3.435945510864258
2.9622535705566406,3.007554292678833,3.2784836292266846,3.2468206882476807,3.769414186477661,2.838472843170166,3.192824602127075,3.2845983505249023,3.2981016635894775,3.3915417194366455
