/ram/USERS/jiaqi/miniconda3/envs/akorn/lib/python3.12/site-packages/torch_geometric/data/in_memory_dataset.py:300: UserWarning: It is not recommended to directly access the internal storage format `data` of an 'InMemoryDataset'. If you are absolutely certain what you are doing, access the internal storage via `InMemoryDataset._data` instead to suppress this warning. Alternatively, you can access stacked individual attributes of every graph via `dataset.{attr_name}`.
  warnings.warn(msg)
/ram/USERS/jiaqi/miniconda3/envs/akorn/lib/python3.12/site-packages/torch/cuda/__init__.py:716: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
Data(x=[2708, 1433], edge_index=[2, 10556], y=[2708], train_mask=[2708], val_mask=[2708], test_mask=[2708])

===== Split 0/9 (single split mode) =====
GNN
m1.weight
torch.Size([16, 1433])
m1.bias
torch.Size([16])
m2.weight
torch.Size([7, 16])
m2.bias
torch.Size([7])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.beta_train2
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([16, 16])
odeblock.odefunc.d
torch.Size([16])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train2
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([16, 16])
odeblock.reg_odefunc.odefunc.d
torch.Size([16])
Epoch: 001, Runtime 0.459855, Loss 2.018947, forward nfe 16, backward nfe 0, Train: 0.1326, Val: 0.0804, Test: 0.0644, Best time: 0.0000
Epoch: 002, Runtime 0.073303, Loss 1.992104, forward nfe 64, backward nfe 0, Train: 0.1695, Val: 0.0779, Test: 0.0704, Best time: 0.0000
Epoch: 003, Runtime 0.080051, Loss 1.962135, forward nfe 112, backward nfe 0, Train: 0.2190, Val: 0.0854, Test: 0.0724, Best time: 0.0000
Epoch: 004, Runtime 0.062155, Loss 1.929312, forward nfe 160, backward nfe 0, Train: 0.2617, Val: 0.0842, Test: 0.0684, Best time: 0.0000
Epoch: 005, Runtime 0.075734, Loss 1.897908, forward nfe 208, backward nfe 0, Train: 0.3012, Val: 0.0867, Test: 0.0664, Best time: 0.0000
Epoch: 006, Runtime 0.083076, Loss 1.870006, forward nfe 256, backward nfe 0, Train: 0.3633, Val: 0.0980, Test: 0.0704, Best time: 0.0000
Epoch: 007, Runtime 0.068480, Loss 1.834447, forward nfe 304, backward nfe 0, Train: 0.3985, Val: 0.1043, Test: 0.0885, Best time: 0.0000
Epoch: 008, Runtime 0.069231, Loss 1.797209, forward nfe 352, backward nfe 0, Train: 0.4220, Val: 0.1181, Test: 0.0966, Best time: 0.0000
Epoch: 009, Runtime 0.081074, Loss 1.771436, forward nfe 400, backward nfe 0, Train: 0.4555, Val: 0.1256, Test: 0.1066, Best time: 0.0000
Epoch: 010, Runtime 0.081905, Loss 1.740642, forward nfe 448, backward nfe 0, Train: 0.4891, Val: 0.1269, Test: 0.1147, Best time: 0.0000
Epoch: 011, Runtime 0.083369, Loss 1.704639, forward nfe 496, backward nfe 0, Train: 0.5185, Val: 0.1369, Test: 0.1268, Best time: 0.0000
Epoch: 012, Runtime 0.081913, Loss 1.670365, forward nfe 544, backward nfe 0, Train: 0.5520, Val: 0.1457, Test: 0.1469, Best time: 0.0000
Epoch: 013, Runtime 0.078544, Loss 1.649485, forward nfe 592, backward nfe 0, Train: 0.5730, Val: 0.1658, Test: 0.1670, Best time: 0.0000
Epoch: 014, Runtime 0.070822, Loss 1.608543, forward nfe 640, backward nfe 0, Train: 0.5864, Val: 0.1809, Test: 0.1952, Best time: 0.0000
Epoch: 015, Runtime 0.095918, Loss 1.583746, forward nfe 688, backward nfe 0, Train: 0.5864, Val: 0.1947, Test: 0.2093, Best time: 0.0000
Epoch: 016, Runtime 0.079789, Loss 1.552115, forward nfe 736, backward nfe 0, Train: 0.5906, Val: 0.2085, Test: 0.2173, Best time: 0.0000
Epoch: 017, Runtime 0.077139, Loss 1.532101, forward nfe 784, backward nfe 0, Train: 0.5889, Val: 0.2173, Test: 0.2314, Best time: 0.0000
Epoch: 018, Runtime 0.076149, Loss 1.517809, forward nfe 832, backward nfe 0, Train: 0.5948, Val: 0.2312, Test: 0.2394, Best time: 0.0000
Epoch: 019, Runtime 0.086756, Loss 1.475530, forward nfe 880, backward nfe 0, Train: 0.5906, Val: 0.2349, Test: 0.2394, Best time: 0.0000
