/ram/USERS/jiaqi/miniconda3/envs/benchmark3/lib/python3.10/site-packages/torch_geometric/data/in_memory_dataset.py:300: UserWarning: It is not recommended to directly access the internal storage format `data` of an 'InMemoryDataset'. If you are absolutely certain what you are doing, access the internal storage via `InMemoryDataset._data` instead to suppress this warning. Alternatively, you can access stacked individual attributes of every graph via `dataset.{attr_name}`.
  warnings.warn(msg)
Running 10 folds

===== Split 1/10 =====
GNN
m1.weight
torch.Size([16, 3703])
m1.bias
torch.Size([16])
m2.weight
torch.Size([6, 16])
m2.bias
torch.Size([6])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.beta_train2
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([16, 16])
odeblock.odefunc.d
torch.Size([16])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train2
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([16, 16])
odeblock.reg_odefunc.odefunc.d
torch.Size([16])
Epoch: 001, Runtime 1.177626, Loss 1.833980, forward nfe 512, backward nfe 0, Train: 0.0990, Val: 0.0761, Test: 0.0946, Best time: 0.0000
Epoch: 002, Runtime 0.646849, Loss 1.824238, forward nfe 2048, backward nfe 0, Train: 0.1071, Val: 0.0986, Test: 0.0976, Best time: 0.0000
Epoch: 003, Runtime 0.627684, Loss 1.814154, forward nfe 3584, backward nfe 0, Train: 0.1147, Val: 0.1033, Test: 0.1156, Best time: 0.0000
Epoch: 004, Runtime 0.654072, Loss 1.806332, forward nfe 5120, backward nfe 0, Train: 0.1266, Val: 0.1042, Test: 0.1306, Best time: 0.0000
Epoch: 005, Runtime 0.621819, Loss 1.799273, forward nfe 6656, backward nfe 0, Train: 0.1328, Val: 0.1146, Test: 0.1351, Best time: 0.0000
Epoch: 006, Runtime 0.639984, Loss 1.794701, forward nfe 8192, backward nfe 0, Train: 0.1372, Val: 0.1070, Test: 0.1321, Best time: 0.0000
Epoch: 007, Runtime 0.642529, Loss 1.792027, forward nfe 9728, backward nfe 0, Train: 0.1397, Val: 0.1268, Test: 0.1351, Best time: 0.0000
Epoch: 008, Runtime 0.639932, Loss 1.789355, forward nfe 11264, backward nfe 0, Train: 0.1479, Val: 0.1277, Test: 0.1547, Best time: 0.0000
Epoch: 009, Runtime 0.644843, Loss 1.785587, forward nfe 12800, backward nfe 0, Train: 0.1642, Val: 0.1390, Test: 0.1667, Best time: 0.0000
Epoch: 010, Runtime 0.649120, Loss 1.781357, forward nfe 14336, backward nfe 0, Train: 0.1786, Val: 0.1587, Test: 0.1697, Best time: 0.0000
Epoch: 011, Runtime 0.624908, Loss 1.778950, forward nfe 15872, backward nfe 0, Train: 0.1949, Val: 0.1793, Test: 0.1787, Best time: 0.0000
Epoch: 012, Runtime 0.651623, Loss 1.777587, forward nfe 17408, backward nfe 0, Train: 0.2043, Val: 0.1906, Test: 0.1952, Best time: 0.0000
Epoch: 013, Runtime 0.648026, Loss 1.772624, forward nfe 18944, backward nfe 0, Train: 0.2287, Val: 0.2160, Test: 0.2312, Best time: 0.0000
Epoch: 014, Runtime 0.647861, Loss 1.768024, forward nfe 20480, backward nfe 0, Train: 0.2657, Val: 0.2441, Test: 0.2688, Best time: 0.0000
